latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
39.80386,118.71207,324.08,1.15,1.07,2023/6/9,249,T,51,6.1NRT,309.72,10.96,D
39.96099,117.4314,324.96,1.05,1.02,2023/6/9,249,T,28,6.1NRT,309.62,9.05,D
39.81532,118.1515,331.15,1.1,1.04,2023/6/9,249,T,26,6.1NRT,310.19,10.65,D
39.80536,118.09692,330.56,1.09,1.04,2023/6/9,249,T,35,6.1NRT,311.4,12.1,D
39.87066,117.6439,324.08,1.06,1.03,2023/6/9,249,T,31,6.1NRT,309.27,9.95,D
39.80449,118.04505,332.22,1.09,1.04,2023/6/9,249,T,74,6.1NRT,311.7,18.9,D
39.7921,118.11915,332.22,1.1,1.04,2023/6/9,249,T,37,6.1NRT,311.76,12.34,D
39.65859,118.89803,327.74,1.17,1.08,2023/6/9,249,T,70,6.1NRT,310.52,13.8,D
39.86949,117.59351,326.4,1.06,1.03,2023/6/9,249,T,53,6.1NRT,309.29,12.24,D
39.86222,117.58511,322.66,1.06,1.03,2023/6/9,249,T,61,6.1NRT,308.9,9.56,D
39.8603,117.59709,322.53,1.06,1.03,2023/6/9,249,T,49,6.1NRT,309.61,9.09,D
39.76275,118.19551,325.39,1.1,1.05,2023/6/9,249,T,67,6.1NRT,311.44,8.88,D
39.67073,118.74349,321.17,1.16,1.07,2023/6/9,249,T,30,6.1NRT,307.4,9.07,D
39.79418,117.83118,322.63,1.07,1.03,2023/6/9,249,T,28,6.1NRT,308.67,9.52,D
39.65758,118.09547,328.55,1.1,1.04,2023/6/9,249,T,70,6.1NRT,309.77,12.48,D
39.64878,117.86191,319.66,1.08,1.04,2023/6/9,249,T,35,6.1NRT,307.34,8.05,D
39.64676,117.87411,320.6,1.08,1.04,2023/6/9,249,T,49,6.1NRT,307.17,9,D
39.7634,117.09673,326.82,1.03,1.01,2023/6/9,249,T,45,6.1NRT,311.41,11.69,D
39.76155,117.10843,324.99,1.03,1.02,2023/6/9,249,T,23,6.1NRT,310.68,10.13,D
39.50157,118.64199,326.56,1.15,1.07,2023/6/9,249,T,62,6.1NRT,310.06,13.93,D
39.60613,117.95875,324.52,1.09,1.04,2023/6/9,249,T,66,6.1NRT,310.71,11.78,D
39.55219,118.11177,327.75,1.1,1.05,2023/6/9,249,T,65,6.1NRT,310.65,12.02,D
39.65697,117.35638,325.97,1.05,1.02,2023/6/9,249,T,50,6.1NRT,309.52,12.58,D
39.49526,118.27909,322.37,1.12,1.05,2023/6/9,249,T,59,6.1NRT,309.52,9.09,D
39.66593,117.12572,323.8,1.03,1.02,2023/6/9,249,T,44,6.1NRT,310.15,9.5,D
-10.1142,150.08705,314.11,1.05,1.03,2023/6/9,400,A,72,6.1NRT,297.13,6.54,D
-9.95273,149.80898,309.44,1.04,1.02,2023/6/9,400,A,62,6.1NRT,291.25,4.65,D
-9.69732,149.91425,311.18,1.05,1.02,2023/6/9,400,A,67,6.1NRT,296.39,5.79,D
-9.14205,149.31169,308.33,1.02,1.01,2023/6/9,400,A,0,6.1NRT,295.54,4.87,D
-6.204,146.11821,313.72,1.08,1.04,2023/6/9,402,A,49,6.1NRT,295.97,6.32,D
-6.15507,146.1304,315.14,1.08,1.04,2023/6/9,402,A,75,6.1NRT,295.09,6.72,D
-6.16315,146.07278,326.27,1.09,1.04,2023/6/9,402,A,84,6.1NRT,296.93,21.41,D
-5.95872,147.32022,318.28,1.01,1,2023/6/9,402,A,77,6.1NRT,295.46,10.96,D
-5.96001,147.31126,318.09,1.01,1,2023/6/9,402,A,77,6.1NRT,294.82,10.65,D
-5.88747,146.85153,317.49,1.02,1.01,2023/6/9,402,A,77,6.1NRT,293.4,12.86,D
-4.35473,145.02679,323.74,1.16,1.07,2023/6/9,402,A,70,6.1NRT,295.57,20.91,D
-4.09745,145.06245,313.22,1.15,1.07,2023/6/9,402,A,0,6.1NRT,296.73,8.89,D
-3.96355,143.83713,316.11,1.35,1.15,2023/6/9,402,A,74,6.1NRT,292.14,15.28,D
53.77516,-2.38472,304.28,1.12,1.06,2023/6/9,300,A,59,6.1NRT,280.73,11.31,N
-34.46036,150.87813,312.81,1.26,1.11,2023/6/9,353,A,42,6.1NRT,292.01,15.41,D
-31.36013,149.2726,308.83,1.41,1.17,2023/6/9,353,A,68,6.1NRT,288.03,15.51,D
-30.45248,150.9949,300.54,1.13,1.06,2023/6/9,355,A,39,6.1NRT,288.17,5.55,D
-29.50211,150.65359,303.36,1.14,1.06,2023/6/9,355,A,56,6.1NRT,291.59,5.61,D
-29.07225,151.2287,306.28,1.08,1.04,2023/6/9,355,A,63,6.1NRT,294.16,6.5,D
-28.57475,153.41867,304.5,1,1,2023/6/9,355,A,59,6.1NRT,290.88,6.62,D
-27.9527,149.35423,312.23,1.26,1.12,2023/6/9,355,A,70,6.1NRT,296.76,11.28,D
-27.94265,149.35271,309.34,1.26,1.12,2023/6/9,355,A,65,6.1NRT,296.8,7.87,D
-26.47718,147.82472,314.07,1.49,1.21,2023/6/9,357,A,66,6.1NRT,298.6,15.34,D
-26.47885,147.80978,317.6,1.49,1.21,2023/6/9,357,A,74,6.1NRT,297.29,21.62,D
-25.76195,152.8271,307.24,1.01,1,2023/6/9,357,A,59,6.1NRT,293.78,6.19,D
-19.1122,146.2422,310.54,1.51,1.21,2023/6/9,400,A,53,6.1NRT,295.83,12.55,D
-19.02489,146.01968,315.38,1.56,1.23,2023/6/9,400,A,70,6.1NRT,298.47,18.2,D
-16.96251,144.84512,309.45,1.77,1.3,2023/6/9,400,A,34,6.1NRT,295.63,9.15,D
-16.91411,143.23238,321.94,2.33,1.48,2023/6/9,400,A,75,6.1NRT,299.19,43.93,D
-16.91659,143.21056,325.88,2.34,1.48,2023/6/9,400,A,80,6.1NRT,298.76,59.12,D
-16.76234,142.71898,329.47,2.54,1.53,2023/6/9,400,A,83,6.1NRT,301.45,74.59,D
-16.76494,142.69524,327.93,2.55,1.54,2023/6/9,400,A,81,6.1NRT,300.62,67.97,D
-16.78603,142.50151,318.45,2.64,1.56,2023/6/9,400,A,52,6.1NRT,297.89,35.26,D
-16.7887,142.47681,320.82,2.65,1.56,2023/6/9,400,A,71,6.1NRT,297.93,45.26,D
-16.77732,142.45033,319.37,2.66,1.57,2023/6/9,400,A,53,6.1NRT,296.73,38.64,D
-16.75561,142.71132,321.84,2.54,1.53,2023/6/9,400,A,66,6.1NRT,300.36,38.22,D
-16.78361,142.46933,325.1,2.65,1.56,2023/6/9,400,A,78,6.1NRT,297.52,61.31,D
-16.68675,142.70309,328.99,2.54,1.53,2023/6/9,400,A,66,6.1NRT,300.89,71.75,D
-16.61539,143.22093,313,2.31,1.47,2023/6/9,400,A,59,6.1NRT,298.71,17.4,D
-16.70476,142.40964,314.85,2.68,1.57,2023/6/9,400,A,33,6.1NRT,298.06,25.18,D
-16.57343,143.23753,317.02,2.3,1.47,2023/6/9,400,A,68,6.1NRT,297.7,28.1,D
-16.6342,142.67271,338.66,2.55,1.54,2023/6/9,400,A,89,6.1NRT,300.6,129.76,D
-16.57717,143.23311,320.46,2.3,1.47,2023/6/9,400,A,74,6.1NRT,297.91,41.35,D
-16.59233,143.10289,313.69,2.36,1.48,2023/6/9,400,A,62,6.1NRT,299.73,20.67,D
-16.64229,142.66887,328.31,2.55,1.54,2023/6/9,400,A,74,6.1NRT,300.37,72.78,D
-16.65597,142.54872,318.47,2.61,1.55,2023/6/9,400,A,56,6.1NRT,297.5,37.55,D
-16.65873,142.52438,318.14,2.62,1.55,2023/6/9,400,A,53,6.1NRT,298,36.15,D
-16.62849,142.66724,325.88,2.55,1.54,2023/6/9,400,A,75,6.1NRT,299.46,63.86,D
-16.56737,142.96458,314.8,2.42,1.5,2023/6/9,400,A,46,6.1NRT,298.95,19.15,D
-16.63865,142.32074,317.38,2.71,1.58,2023/6/9,400,A,54,6.1NRT,296.97,34.26,D
-16.60824,142.46877,318.45,2.64,1.56,2023/6/9,400,A,71,6.1NRT,296.98,41.76,D
-16.52571,143.09477,347.71,2.36,1.48,2023/6/9,400,A,94,6.1NRT,299.95,177.12,D
-16.52814,143.07277,333.65,2.37,1.49,2023/6/9,400,A,86,6.1NRT,298.9,92.47,D
-16.51239,143.09309,319.52,2.36,1.48,2023/6/9,400,A,73,6.1NRT,297.46,38.24,D
-16.5148,143.07109,328.63,2.37,1.49,2023/6/9,400,A,82,6.1NRT,297.4,71.27,D
-16.58194,142.31404,328.1,2.71,1.58,2023/6/9,400,A,81,6.1NRT,296.78,82.66,D
-16.5846,142.28868,316.37,2.73,1.58,2023/6/9,400,A,57,6.1NRT,294.47,31.33,D
-16.52699,143.11002,312.16,2.35,1.48,2023/6/9,400,A,59,6.1NRT,297.48,16.16,D
-16.52959,143.08812,328.66,2.36,1.48,2023/6/9,400,A,82,6.1NRT,299.68,72.34,D
-16.51627,143.08646,355.63,2.36,1.48,2023/6/9,400,A,98,6.1NRT,299.29,240.58,D
-16.51885,143.06447,325.18,2.37,1.49,2023/6/9,400,A,79,6.1NRT,297.08,55.8,D
-16.52403,143.02019,313.45,2.39,1.49,2023/6/9,400,A,41,6.1NRT,296.98,17.55,D
-16.59188,142.30804,315.05,2.71,1.58,2023/6/9,400,A,41,6.1NRT,296.14,26.71,D
-16.46964,143.25609,316.57,2.29,1.46,2023/6/9,400,A,43,6.1NRT,300.72,20.62,D
-16.5777,142.30638,327.76,2.71,1.58,2023/6/9,400,A,81,6.1NRT,295.86,82.06,D
-16.58907,142.20433,317.59,2.76,1.59,2023/6/9,400,A,60,6.1NRT,296.93,36.58,D
-16.49915,142.8804,315.63,2.45,1.51,2023/6/9,400,A,48,6.1NRT,296.88,23.85,D
-16.57477,142.20267,322.46,2.76,1.59,2023/6/9,400,A,76,6.1NRT,296.14,59.41,D
-16.30793,144.20685,318.95,1.93,1.36,2023/6/9,400,A,55,6.1NRT,299.71,25.6,D
-16.47624,142.7137,329.94,2.52,1.53,2023/6/9,400,A,83,6.1NRT,293.85,80.56,D
-16.47881,142.6902,326.31,2.53,1.53,2023/6/9,400,A,76,6.1NRT,294.14,63.69,D
-16.29577,144.20531,319.63,1.93,1.36,2023/6/9,400,A,69,6.1NRT,300.04,26.68,D
-16.46507,142.68854,318.48,2.53,1.53,2023/6/9,400,A,69,6.1NRT,293.95,35.69,D
-16.30434,144.20148,320.81,1.93,1.36,2023/6/9,400,A,52,6.1NRT,300.01,28.37,D
-16.48647,142.68639,316.81,2.53,1.53,2023/6/9,400,A,26,6.1NRT,293.45,27.7,D
-16.29218,144.19994,320.81,1.93,1.36,2023/6/9,400,A,45,6.1NRT,300.16,27.93,D
-16.47001,142.70824,333.14,2.52,1.53,2023/6/9,400,A,86,6.1NRT,294.32,97.35,D
-16.47273,142.68475,328.09,2.53,1.53,2023/6/9,400,A,82,6.1NRT,294.13,71.64,D
-16.44295,142.82256,313.17,2.47,1.51,2023/6/9,400,A,40,6.1NRT,295.39,19.78,D
-16.37146,142.72014,329.42,2.51,1.52,2023/6/9,400,A,83,6.1NRT,292.67,80.03,D
-16.36429,142.71199,321.81,2.51,1.52,2023/6/9,400,A,76,6.1NRT,291.79,50.98,D
-16.10102,143.74815,321.43,2.07,1.4,2023/6/9,400,A,58,6.1NRT,301.31,31.14,D
-15.74264,143.69873,311.82,2.07,1.4,2023/6/9,400,A,50,6.1NRT,296.67,14.32,D
-15.7301,143.69707,311.69,2.07,1.4,2023/6/9,400,A,49,6.1NRT,295.86,14.26,D
-15.70969,143.30602,311.86,2.21,1.44,2023/6/9,400,A,61,6.1NRT,296.99,20.04,D
-15.71208,143.28542,317.26,2.22,1.44,2023/6/9,400,A,71,6.1NRT,297.27,33.6,D
-15.65793,143.29968,318.2,2.21,1.44,2023/6/9,400,A,47,6.1NRT,296.6,32.83,D
-15.67036,143.31686,313.34,2.2,1.44,2023/6/9,400,A,45,6.1NRT,294.7,21.66,D
-15.65987,143.29494,318.8,2.21,1.44,2023/6/9,400,A,74,6.1NRT,296.74,37.19,D
-15.54269,143.06154,323.67,2.29,1.47,2023/6/9,400,A,79,6.1NRT,292.52,54.64,D
-15.54511,143.04031,318.55,2.3,1.47,2023/6/9,400,A,68,6.1NRT,290.97,37.81,D
-15.4961,143.02921,310.58,2.3,1.47,2023/6/9,400,A,36,6.1NRT,290.38,17.29,D
-15.41019,143.31371,344.67,2.19,1.43,2023/6/9,400,A,93,6.1NRT,299.33,143.51,D
-15.41252,143.29343,318.16,2.19,1.44,2023/6/9,400,A,73,6.1NRT,295.04,31.41,D
-15.54112,142.14545,333.93,2.7,1.57,2023/6/9,400,A,87,6.1NRT,301.14,106.09,D
-15.54386,142.12036,333.23,2.71,1.58,2023/6/9,400,A,86,6.1NRT,301.08,106.33,D
-15.39734,143.31197,326.87,2.19,1.43,2023/6/9,400,A,82,6.1NRT,298.89,57.74,D
-15.39963,143.29175,325.28,2.19,1.44,2023/6/9,400,A,80,6.1NRT,297.12,52.18,D
-15.52158,142.19354,320.73,2.68,1.57,2023/6/9,400,A,53,6.1NRT,300.21,41.68,D
-15.52427,142.1687,330.6,2.69,1.57,2023/6/9,400,A,77,6.1NRT,300.55,84.82,D
-15.52698,142.14374,336.31,2.7,1.57,2023/6/9,400,A,88,6.1NRT,300.31,120.74,D
-15.52969,142.11867,318.62,2.71,1.58,2023/6/9,400,A,51,6.1NRT,299.4,35.37,D
-15.41706,143.01923,319.4,2.3,1.47,2023/6/9,400,A,34,6.1NRT,292.77,37.43,D
-15.5075,142.19183,334.57,2.68,1.57,2023/6/9,400,A,87,6.1NRT,300.24,106.97,D
-15.51017,142.16701,357.25,2.69,1.57,2023/6/9,400,A,98,6.1NRT,299.96,290.66,D
-15.40837,143.32716,321.19,2.18,1.43,2023/6/9,400,A,60,6.1NRT,297.4,36.52,D
-15.41084,143.30701,335.83,2.19,1.43,2023/6/9,400,A,88,6.1NRT,298.69,93.37,D
-15.39797,143.30531,333.42,2.19,1.43,2023/6/9,400,A,87,6.1NRT,299.12,82.66,D
-15.53665,142.13806,340.14,2.7,1.57,2023/6/9,400,A,91,6.1NRT,301.32,142.73,D
-15.41988,143.01286,319.33,2.3,1.47,2023/6/9,400,A,75,6.1NRT,292.48,40.97,D
-15.42242,142.9915,311.34,2.31,1.47,2023/6/9,400,A,42,6.1NRT,290.59,18.72,D
-15.51677,142.18616,336.82,2.68,1.57,2023/6/9,400,A,75,6.1NRT,300.67,117.85,D
-15.51963,142.16133,335.56,2.69,1.57,2023/6/9,400,A,68,6.1NRT,300.49,106.75,D
-15.50268,142.18448,347.28,2.68,1.57,2023/6/9,400,A,94,6.1NRT,299.43,191.3,D
-15.50552,142.15965,343.5,2.69,1.57,2023/6/9,400,A,82,6.1NRT,298.39,157.31,D
-15.4886,142.1828,350.36,2.68,1.57,2023/6/9,400,A,96,6.1NRT,300.15,221.99,D
-15.4001,142.04042,324.74,2.74,1.58,2023/6/9,400,A,80,6.1NRT,298.77,66.4,D
-14.90475,144.97464,309.35,1.61,1.25,2023/6/9,400,A,43,6.1NRT,290.31,12.62,D
-15.14824,143.00563,308.78,2.29,1.46,2023/6/9,400,A,59,6.1NRT,289.46,11.62,D
-14.81524,144.86513,319.74,1.64,1.26,2023/6/9,400,A,74,6.1NRT,293.04,25.41,D
-14.81719,144.84967,332.42,1.64,1.26,2023/6/9,400,A,87,6.1NRT,297.03,56.17,D
-14.7947,144.93729,324.65,1.62,1.25,2023/6/9,400,A,56,6.1NRT,297.63,31.95,D
-14.78349,144.93578,321.09,1.62,1.25,2023/6/9,400,A,39,6.1NRT,294.01,23.67,D
-14.81599,144.2845,336.99,1.81,1.32,2023/6/9,400,A,89,6.1NRT,292.84,79.76,D
-14.82175,144.28015,331.15,1.81,1.32,2023/6/9,400,A,86,6.1NRT,291.42,60.13,D
-14.74959,142.84689,310.4,2.32,1.47,2023/6/9,400,A,35,6.1NRT,285.04,22.05,D
-14.50429,142.48514,322.7,2.46,1.51,2023/6/9,400,A,81,6.1NRT,283.64,64.85,D
-14.5106,142.4812,315.83,2.46,1.51,2023/6/9,400,A,51,6.1NRT,282.73,36.81,D
-14.10222,143.38321,317.77,2.07,1.4,2023/6/9,400,A,76,6.1NRT,294.99,33.66,D
-14.1005,143.37631,316.34,2.07,1.4,2023/6/9,400,A,76,6.1NRT,294.68,32.82,D
-13.60676,142.83873,318.87,2.23,1.45,2023/6/9,400,A,77,6.1NRT,288.47,36.97,D
-13.60929,142.81804,321.74,2.24,1.45,2023/6/9,400,A,80,6.1NRT,292.05,45.56,D
-13.43091,142.89348,325.31,2.2,1.44,2023/6/9,400,A,82,6.1NRT,289.62,56.83,D
-13.46521,142.82915,314.14,2.23,1.45,2023/6/9,400,A,32,6.1NRT,293.11,23.46,D
-13.43176,142.88676,320.74,2.2,1.44,2023/6/9,400,A,78,6.1NRT,290.45,44.71,D
52.53307,140.26273,314.2,3.85,1.83,2023/6/9,238,A,28,6.1NRT,292.05,60.68,D
52.51904,140.21683,332.71,3.87,1.83,2023/6/9,238,A,85,6.1NRT,294.25,207.28,D
52.54751,140.24969,321.59,3.85,1.83,2023/6/9,238,A,56,6.1NRT,291.84,112.99,D
52.53253,140.20052,350.36,3.87,1.83,2023/6/9,238,A,95,6.1NRT,294.09,428.47,D
52.53892,140.25508,322.14,3.85,1.83,2023/6/9,238,A,57,6.1NRT,292.1,115.35,D
52.52421,140.2077,343.13,3.87,1.83,2023/6/9,238,A,92,6.1NRT,295.11,326.11,D
52.55303,140.24101,317.39,3.85,1.83,2023/6/9,238,A,39,6.1NRT,291.49,82.03,D
52.53789,140.19209,337.25,3.87,1.83,2023/6/9,238,A,88,6.1NRT,292.6,254.02,D
59.90691,147.97092,314.12,1.14,1.06,2023/6/9,241,A,67,6.1NRT,299.32,8.97,D
59.91587,147.9642,311.27,1.14,1.06,2023/6/9,241,A,35,6.1NRT,299.11,6.22,D
59.92842,147.97659,335.34,1.13,1.06,2023/6/9,241,A,77,6.1NRT,298.48,36.63,D
59.92484,147.95747,334.71,1.14,1.06,2023/6/9,241,A,77,6.1NRT,299.1,36.15,D
65.25925,156.12843,330.19,1.28,1.12,2023/6/9,241,A,83,6.1NRT,286.52,37.23,D
35.01776,-95.73896,303.26,1.04,1.02,2023/6/9,400,T,54,6.1NRT,292.02,4.68,N
36.7754,-89.34916,308.71,1.55,1.23,2023/6/9,400,T,75,6.1NRT,286.15,18.78,N
36.77373,-89.36622,308.66,1.54,1.22,2023/6/9,400,T,75,6.1NRT,285.73,18.83,N
36.04091,-98.83238,305.39,1.35,1.15,2023/6/9,400,T,64,6.1NRT,291.14,10.22,N
40.80294,-100.59993,302.44,1.35,1.15,2023/6/9,402,T,49,6.1NRT,289.05,8.56,N
40.80008,-100.61543,305.96,1.35,1.15,2023/6/9,402,T,66,6.1NRT,288.73,11.89,N
42.81889,-95.53994,310.48,1.02,1.01,2023/6/9,402,T,80,6.1NRT,287.11,11.49,N
29.3336,80.69378,318.06,2.29,1.47,2023/6/9,432,T,53,6.1NRT,301.92,17.35,D
28.96372,81.45462,319.79,2,1.38,2023/6/9,432,T,59,6.1NRT,302.06,15.39,D
28.16129,82.60933,322.81,1.63,1.26,2023/6/9,432,T,64,6.1NRT,303.55,17.28,D
27.19172,86.30875,321.86,1.04,1.02,2023/6/9,432,T,35,6.1NRT,301.86,9.26,D
26.16227,84.91038,347.74,1.13,1.06,2023/6/9,432,T,68,6.1NRT,315.14,40.44,D
25.75334,87.78957,324.61,1.01,1,2023/6/9,432,T,48,6.1NRT,301.19,6.92,D
25.93287,84.39222,336.41,1.19,1.09,2023/6/9,432,T,64,6.1NRT,314.08,18.34,D
25.42844,86.79302,333.22,1,1,2023/6/9,432,T,75,6.1NRT,313.58,11.63,D
25.26405,87.16682,335.17,1,1,2023/6/9,432,T,0,6.1NRT,311.41,17.78,D
23.52311,84.14718,326.63,1.16,1.07,2023/6/9,434,T,35,6.1NRT,309.98,9.15,D
23.52171,84.15799,327.67,1.16,1.07,2023/6/9,434,T,52,6.1NRT,311.54,9.94,D
23.01856,83.78491,330.46,1.19,1.09,2023/6/9,434,T,58,6.1NRT,313.03,16.5,D
21.97172,83.98798,332.91,1.13,1.06,2023/6/9,434,T,70,6.1NRT,315.36,10.62,D
21.92265,83.35081,331.95,1.22,1.1,2023/6/9,434,T,58,6.1NRT,313.85,12.62,D
21.88735,82.3952,331.51,1.39,1.17,2023/6/9,434,T,58,6.1NRT,309.52,13.15,D
21.54799,84.00336,332.83,1.12,1.06,2023/6/9,434,T,70,6.1NRT,315.03,11.5,D
21.51061,83.99789,330.51,1.12,1.06,2023/6/9,434,T,50,6.1NRT,313.41,8.09,D
21.50267,83.9859,332.31,1.12,1.06,2023/6/9,434,T,67,6.1NRT,313.85,12.14,D
21.50127,83.99651,347.11,1.12,1.06,2023/6/9,434,T,90,6.1NRT,314.1,40.92,D
21.55599,83.42476,335.9,1.2,1.09,2023/6/9,434,T,74,6.1NRT,315.41,17.72,D
21.47565,84.04666,332.79,1.12,1.05,2023/6/9,434,T,58,6.1NRT,314.86,10.29,D
21.46357,84.06636,331.28,1.11,1.05,2023/6/9,434,T,33,6.1NRT,313.84,7.58,D
21.46986,83.75565,332.44,1.15,1.07,2023/6/9,434,T,63,6.1NRT,314.84,12.05,D
21.41941,84.06396,336.73,1.11,1.05,2023/6/9,434,T,79,6.1NRT,315.01,19.02,D
21.37836,83.82438,332.44,1.14,1.06,2023/6/9,434,T,61,6.1NRT,314.89,13.15,D
21.31806,83.77175,331.69,1.14,1.07,2023/6/9,434,T,67,6.1NRT,312.74,11.82,D
21.28069,83.64922,332.09,1.16,1.07,2023/6/9,434,T,69,6.1NRT,312.68,13.27,D
21.27927,83.66015,332.09,1.16,1.07,2023/6/9,434,T,69,6.1NRT,313.72,13.03,D
21.074,85.04481,332.09,1.03,1.01,2023/6/9,434,T,72,6.1NRT,312.43,11.27,D
21.22839,83.8289,332.52,1.13,1.06,2023/6/9,434,T,57,6.1NRT,314.01,9.91,D
21.20407,83.86889,330.78,1.13,1.06,2023/6/9,434,T,66,6.1NRT,314.16,11.3,D
21.2248,83.66826,328.94,1.15,1.07,2023/6/9,434,T,58,6.1NRT,312.4,9.14,D
21.28737,82.96057,333.04,1.26,1.11,2023/6/9,434,T,69,6.1NRT,315.36,11.56,D
20.96441,85.16949,329.95,1.02,1.01,2023/6/9,434,T,44,6.1NRT,308.85,11.57,D
20.96307,85.17909,331.73,1.02,1.01,2023/6/9,434,T,71,6.1NRT,309.66,14.43,D
21.14308,83.7776,335.74,1.14,1.06,2023/6/9,434,T,77,6.1NRT,312.88,18.7,D
21.17159,83.48161,331.15,1.18,1.08,2023/6/9,434,T,65,6.1NRT,312.32,12.23,D
21.13178,83.60398,331.82,1.16,1.07,2023/6/9,434,T,68,6.1NRT,313.49,12.78,D
21.10738,83.78777,332.04,1.14,1.06,2023/6/9,434,T,69,6.1NRT,314.03,12.11,D
21.11797,83.63535,340.05,1.16,1.07,2023/6/9,434,T,83,6.1NRT,314.13,27.39,D
21.11654,83.64624,332.57,1.15,1.07,2023/6/9,434,T,66,6.1NRT,313.31,12.65,D
21.07118,83.77166,331.42,1.14,1.06,2023/6/9,434,T,68,6.1NRT,314.25,10.93,D
21.07584,83.66251,334.85,1.15,1.07,2023/6/9,434,T,73,6.1NRT,313.57,15.26,D
21.08616,83.50791,329.95,1.17,1.08,2023/6/9,434,T,61,6.1NRT,312.49,10.55,D
21.06497,83.672,331.15,1.15,1.07,2023/6/9,434,T,61,6.1NRT,313.44,10.14,D
21.06357,83.68281,337.95,1.15,1.07,2023/6/9,434,T,80,6.1NRT,313.99,22.26,D
21.03159,83.73788,331.55,1.14,1.06,2023/6/9,434,T,67,6.1NRT,314.74,11.62,D
21.00192,83.74456,333.51,1.14,1.06,2023/6/9,434,T,72,6.1NRT,312.74,14.55,D
20.795,85.25772,322.94,1.02,1.01,2023/6/9,434,T,30,6.1NRT,303.43,8.26,D
20.99157,83.67725,330.33,1.15,1.07,2023/6/9,434,T,63,6.1NRT,313.07,10.34,D
20.9013,83.81028,338.89,1.13,1.06,2023/6/9,434,T,82,6.1NRT,314.6,22.28,D
20.89989,83.82089,330.92,1.13,1.06,2023/6/9,434,T,49,6.1NRT,312.97,7.66,D
21.05808,82.17323,333.39,1.4,1.17,2023/6/9,434,T,72,6.1NRT,314.14,14.36,D
20.74697,81.70719,337.8,1.48,1.2,2023/6/9,434,T,80,6.1NRT,312.88,26.56,D
20.74272,81.70039,332.83,1.48,1.2,2023/6/9,434,T,73,6.1NRT,312.97,14.98,D
19.60892,82.84993,329.44,1.22,1.1,2023/6/9,434,T,68,6.1NRT,310.49,10.7,D
18.5198,79.11216,328.7,2.13,1.42,2023/6/9,434,T,70,6.1NRT,305.28,32.56,D
18.18612,79.74962,328,1.89,1.34,2023/6/9,434,T,69,6.1NRT,306.71,23.36,D
54.36662,79.87405,313.59,4.19,1.9,2023/6/9,425,T,50,6.1NRT,292.85,49.29,D
54.36276,79.86821,313.56,4.19,1.9,2023/6/9,425,T,41,6.1NRT,292.57,47.87,D
51.43895,96.35332,322.04,1.01,1.01,2023/6/9,425,T,76,6.1NRT,303,13.48,D
51.43679,96.36723,320.1,1.01,1.01,2023/6/9,425,T,74,6.1NRT,301.46,11.15,D
52.12526,90.69366,321.78,1.26,1.11,2023/6/9,425,T,78,6.1NRT,296.93,21.69,D
50.65203,80.83309,326.26,3.62,1.78,2023/6/9,425,T,80,6.1NRT,295.21,117.82,D
50.6432,80.82502,332.26,3.62,1.78,2023/6/9,425,T,72,6.1NRT,299.9,148.29,D
50.64201,80.87576,327.59,3.6,1.78,2023/6/9,425,T,46,6.1NRT,297.31,104.13,D
50.52036,80.91503,335.21,3.57,1.77,2023/6/9,427,T,76,6.1NRT,299.24,148.61,D
50.50449,80.91424,326.94,3.57,1.77,2023/6/9,427,T,41,6.1NRT,303.79,82.5,D
50.51099,80.90641,335.17,3.57,1.77,2023/6/9,427,T,82,6.1NRT,303.8,147.9,D
50.50962,80.95692,336.41,3.55,1.77,2023/6/9,427,T,79,6.1NRT,300.26,168.69,D
38.74483,100.70994,331.06,2.84,1.61,2023/6/9,429,T,53,6.1NRT,312.48,49.77,D
38.75524,100.70748,340.69,2.84,1.61,2023/6/9,429,T,89,6.1NRT,313.51,115.69,D
15.54123,-89.53399,301.04,1,1,2023/6/9,353,T,37,6.1NRT,288.21,3.2,N
15.53994,-89.54312,311.39,1,1,2023/6/9,353,T,82,6.1NRT,288.45,9.74,N
15.53037,-90.00554,306.2,1.01,1,2023/6/9,353,T,17,6.1NRT,291.47,6.26,N
15.54052,-89.99784,309.07,1.01,1,2023/6/9,353,T,44,6.1NRT,287.78,8.52,N
15.53922,-90.00694,304.58,1.01,1,2023/6/9,353,T,26,6.1NRT,290.29,4.93,N
16.35509,-93.41574,306.25,1.39,1.17,2023/6/9,355,T,67,6.1NRT,292.24,9.16,N
17.22528,-90.20261,308.76,1,1,2023/6/9,355,T,70,6.1NRT,294.04,5.37,N
17.42736,-90.47056,304.83,1.01,1,2023/6/9,355,T,54,6.1NRT,284.49,5.39,N
18.03477,-90.28139,310.44,1,1,2023/6/9,355,T,78,6.1NRT,296.4,7.14,N
17.69557,-92.64684,305.4,1.19,1.09,2023/6/9,355,T,47,6.1NRT,294.05,6,N
17.87502,-92.48934,307.19,1.17,1.07,2023/6/9,355,T,68,6.1NRT,295.47,5.53,N
17.89396,-92.49261,325.54,1.17,1.07,2023/6/9,355,T,100,6.1NRT,295.42,25.91,N
17.83944,-93.11842,358.11,1.26,1.12,2023/6/9,355,T,100,6.1NRT,291.51,111.6,N
17.83759,-93.13001,310.57,1.26,1.12,2023/6/9,355,T,80,6.1NRT,290.01,10.88,N
